#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2217306	7185	10010	113037	115328	-	-	TRAF1	TANK	EBI6|MGC:10353	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999999996	-	"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75."	-	BIOGRID	Q13077	-	NP_005649|NP_001177876|NP_001177874	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2220875	7186	10010	113038	115328	-	-	TRAF2	TANK	MGC:45012|TRAP|TRAP3	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999998343	-	"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75."	-	BIOGRID	Q12933	A0A024R8H5	NP_066961	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2221386	8424	10010	114008	115328	-	-	BBOX1	TANK	BBH|BBOX|G-BBH|gamma-BBH	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999997348	-	"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194"	-	BIOGRID	O75936	-	NP_003977	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2238750	8517	10010	114089	115328	-	-	IKBKG	TANK	AMCBX1|FIP-3|FIP3|Fip3p|IKK-gamma|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.994076015	-	"Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75."	-	BIOGRID	Q9Y6K9	A0A087X1B1	NP_003630|NP_001138727|NP_001364244|NP_001364243|NP_001364242|NP_001364241|NP_001308326|NP_001308325|NP_001093327|NP_001093326	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2463641	55662	10010	120794	115328	-	-	HIF1AN	TANK	FIH1	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Rodriguez J (2016)	PUBMED:26972000	9606	9606	High Throughput	-	-	Source of HIF1AN not clear	-	BIOGRID	Q9NWT6	-	NP_060372	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2466900	7185	10010	113037	115328	-	-	TRAF1	TANK	EBI6|MGC:10353	I-TRAF|ITRAF|TRAF2	Protein-peptide	physical	Kim CM (2017)	PUBMED:28155233	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13077	-	NP_005649|NP_001177876|NP_001177874	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2466901	7186	10010	113038	115328	-	-	TRAF2	TANK	MGC:45012|TRAP|TRAP3	I-TRAF|ITRAF|TRAF2	Protein-peptide	physical	Kim CM (2017)	PUBMED:28155233	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q12933	A0A024R8H5	NP_066961	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2466902	7185	10010	113037	115328	-	-	TRAF1	TANK	EBI6|MGC:10353	I-TRAF|ITRAF|TRAF2	Co-crystal Structure	physical	Kim CM (2017)	PUBMED:28155233	9606	9606	Low Throughput	-	-	Cocrystal is with TANK peptide	-	BIOGRID	Q13077	-	NP_005649|NP_001177876|NP_001177874	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2486011	203228	10010	128456	115328	-	-	C9orf72	TANK	ALSFTD|FTDALS	I-TRAF|ITRAF|TRAF2	Affinity Capture-Western	physical	Sellier C (2016)	PUBMED:27103069	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96LT7	Q9NUW0	NP_001242983|NP_659442|NP_060795	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2489754	79155	10010	122573	115328	RP3-474M20.1	-	TNIP2	TANK	ABIN2|FLIP1|KLIP	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Banks CA (2016)	PUBMED:27609421	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8NFZ5	D6RGJ2	NP_077285|NP_001154999|NP_001278945	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2490276	958	10010	107396	115328	-	-	CD40	TANK	Bp50|CDW40|TNFRSF5|p50	I-TRAF|ITRAF|TRAF2	Protein-peptide	physical	Foight GW (2016)	PUBMED:26779844	9606	9606	Low Throughput	-	-	E. coli cell surface display system	-	BIOGRID	P25942	-	NP_001241|NP_690593|NP_001289682	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2490277	10010	10010	115328	115328	-	-	TANK	TANK	I-TRAF|ITRAF|TRAF2	I-TRAF|ITRAF|TRAF2	Protein-peptide	physical	Foight GW (2016)	PUBMED:26779844	9606	9606	Low Throughput	-	-	E. coli cell surface display system	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2490280	10010	7187	115328	113039	-	-	TANK	TRAF3	I-TRAF|ITRAF|TRAF2	CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1	Protein-peptide	physical	Foight GW (2016)	PUBMED:26779844	9606	9606	Low Throughput	-	-	E. coli cell surface display system	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q13114	A6NHG8	NP_663777|NP_001186356|NP_663778|NP_001372072|NP_001372071|NP_003291	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2490281	10010	7188	115328	113040	-	RP11-318L16.2	TANK	TRAF5	I-TRAF|ITRAF|TRAF2	MGC:39780|RNF84	Protein-peptide	physical	Foight GW (2016)	PUBMED:26779844	9606	9606	Low Throughput	-	-	E. coli cell surface display system	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	O00463	D3DT93	NP_004610|NP_001029082|NP_665702	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2494178	7124	10010	112979	115328	DADB-70P7.1	-	TNF	TANK	DIF|TNF-alpha|TNFA|TNFSF2	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Wagner SA (2016)	PUBMED:27307491	9606	9606	High Throughput	-	-	-	-	BIOGRID	P01375	Q5STB3	NP_000585	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2519970	2100	10010	108404	115328	-	-	ESR2	TANK	ER-BETA|ESR-BETA|ESRB|ESTRB|Erb|NR3A2	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Giurato G (2018)	PUBMED:29509190	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92731	Q0PTK2|Q7LCB3|F1D8N3	NP_001201832|NP_001428|NP_001201831|NP_001278641|NP_001035365|NP_001278652|NP_001258805|NP_001258806	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603404	8517	10010	114089	115328	-	-	IKBKG	TANK	AMCBX1|FIP-3|FIP3|Fip3p|IKK-gamma|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q9Y6K9	A0A087X1B1	NP_003630|NP_001138727|NP_001364244|NP_001364243|NP_001364242|NP_001364241|NP_001308326|NP_001308325|NP_001093327|NP_001093326	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603455	10010	10010	115328	115328	-	-	TANK	TANK	I-TRAF|ITRAF|TRAF2	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603456	10010	29110	115328	118878	-	-	TANK	TBK1	I-TRAF|ITRAF|TRAF2	NAK|T2K	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9UHD2	-	NP_037386	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603457	10010	154796	115328	127557	-	-	TANK	AMOT	I-TRAF|ITRAF|TRAF2	-	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q4VCS5	-	NP_001373928|NP_001373927|NP_001106962|NP_573572	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603458	10010	23019	115328	116660	-	AD-005	TANK	CNOT1	I-TRAF|ITRAF|TRAF2	CDC39|NOT1|NOT1H	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	A5YKK6	-	NP_057368|NP_996882|NP_001252541	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603459	10010	1147	115328	107569	-	-	TANK	CHUK	I-TRAF|ITRAF|TRAF2	IKBKA|IKK-alpha|IKK1|IKKA|NFKBIKA|TCF16	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	O15111	-	NP_001269|NP_001307857	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603460	10010	10318	115328	115602	-	-	TANK	TNIP1	I-TRAF|ITRAF|TRAF2	ABIN-1|NAF1|VAN|nip40-1	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q15025	B7Z8K2|A8K4N4	NP_001239314|NP_001239315|NP_001239319|NP_001245383|NP_001245384|NP_001245385|NP_006049|NP_001239321|NP_001239320|NP_001239322|NP_001351416|NP_001351415	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603461	10010	7186	115328	113038	-	-	TANK	TRAF2	I-TRAF|ITRAF|TRAF2	MGC:45012|TRAP|TRAP3	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q12933	A0A024R8H5	NP_066961	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603462	10010	71	115328	106586	-	-	TANK	ACTG1	I-TRAF|ITRAF|TRAF2	ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P63261	-	NP_001186883|NP_001605	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603463	10010	8517	115328	114089	-	-	TANK	IKBKG	I-TRAF|ITRAF|TRAF2	AMCBX1|FIP-3|FIP3|Fip3p|IKK-gamma|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9Y6K9	A0A087X1B1	NP_003630|NP_001138727|NP_001364244|NP_001364243|NP_001364242|NP_001364241|NP_001308326|NP_001308325|NP_001093327|NP_001093326	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603464	10010	7187	115328	113039	-	-	TANK	TRAF3	I-TRAF|ITRAF|TRAF2	CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q13114	A6NHG8	NP_663777|NP_001186356|NP_663778|NP_001372072|NP_001372071|NP_003291	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603465	10010	22994	115328	116641	-	-	TANK	CEP131	I-TRAF|ITRAF|TRAF2	AZ1|AZI1|ZA1	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9UPN4	-	NP_001009811|NP_001306158|NP_001306157|NP_055799	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603466	10010	200081	115328	128297	-	RP4-622L5.4	TANK	TXLNA	I-TRAF|ITRAF|TRAF2	IL14|TXLN	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P40222	-	NP_001363787|NP_001363788|NP_787048|NP_001363786	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603467	10010	55787	115328	120901	-	RP11-716A19.4	TANK	TXLNG	I-TRAF|ITRAF|TRAF2	CXorf15|ELRG|FIAT|LSR5|TXLNGX	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9NUQ3	-	NP_060830|NP_001162154	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603468	10010	9662	115328	115018	-	-	TANK	CEP135	I-TRAF|ITRAF|TRAF2	CEP4|KIAA0635|MCPH8	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q66GS9	-	NP_079285	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603469	10010	79155	115328	122573	-	RP3-474M20.1	TANK	TNIP2	I-TRAF|ITRAF|TRAF2	ABIN2|FLIP1|KLIP	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q8NFZ5	D6RGJ2	NP_077285|NP_001154999|NP_001278945	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603470	10010	3551	115328	109767	-	-	TANK	IKBKB	I-TRAF|ITRAF|TRAF2	IKK-beta|IKK2|IKKB|IMD15|NFKBIKB	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	O14920	-	NP_001547|NP_001177649|NP_001229707	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603471	10010	1452	115328	107836	-	-	TANK	CSNK1A1	I-TRAF|ITRAF|TRAF2	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603472	10010	9463	115328	114849	-	RP5-1039K5.11-004	TANK	PICK1	I-TRAF|ITRAF|TRAF2	PICK|PRKCABP	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9NRD5	A0A024R1J5	NP_036539|NP_001034672|NP_001034673	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603473	10010	1453	115328	107837	-	-	TANK	CSNK1D	I-TRAF|ITRAF|TRAF2	ASPS|CKIdelta|FASPS2|HCKID	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P48730	H7BYT1	NP_620693|NP_001884|NP_001350678	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603474	10010	374654	115328	131912	-	UNQ340/PRO539	TANK	KIF7	I-TRAF|ITRAF|TRAF2	ACLS|HLS2|JBTS12|UNQ340	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q2M1P5	-	NP_940927	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603475	10010	2931	115328	109186	-	-	TANK	GSK3A	I-TRAF|ITRAF|TRAF2	-	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P49840	A0A024R0L5	NP_063937	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603476	10010	25989	115328	117470	-	-	TANK	ULK3	I-TRAF|ITRAF|TRAF2	-	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q6PHR2	B4DDG2|B4DFT0	NP_001271293|NP_001092906|NP_001271294	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603477	10010	165055	115328	127905	-	-	TANK	CCDC138	I-TRAF|ITRAF|TRAF2	-	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q96M89	-	NP_001338494|NP_001338477|NP_001338480|NP_001338473|NP_001338488|NP_001338474|NP_001338486|NP_001338484|NP_001338478|NP_659415|NP_001338483|NP_001290034|NP_001290035|NP_001338482|NP_001338490	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603478	10010	54892	115328	120239	-	tcag7.1258	TANK	NCAPG2	I-TRAF|ITRAF|TRAF2	CAP-G2|CAPG2|LUZP5|MTB|hCAP-G2	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q86XI2	B3KRQ2	NP_001268861|NP_001268862|NP_060230	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603479	10010	3713	115328	109917	-	-	TANK	IVL	I-TRAF|ITRAF|TRAF2	-	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P07476	-	NP_005538	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603480	10010	2932	115328	109187	-	-	TANK	GSK3B	I-TRAF|ITRAF|TRAF2	-	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P49841	Q6FI27	NP_001139628|NP_001341525|NP_002084	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603481	10010	5204	115328	111226	-	-	TANK	PFDN5	I-TRAF|ITRAF|TRAF2	MM-1|MM1|PFD5	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q99471	-	NP_665904|NP_002615	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603482	10010	23363	115328	116944	-	-	TANK	OBSL1	I-TRAF|ITRAF|TRAF2	-	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	O75147	Q9H8B3	NP_001166902|NP_056126|NP_001166879	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603483	10010	329	115328	106826	-	-	TANK	BIRC2	I-TRAF|ITRAF|TRAF2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q13490	-	NP_001243092|NP_001157|NP_001243095	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603484	10010	26586	115328	117755	-	-	TANK	CKAP2	I-TRAF|ITRAF|TRAF2	LB1|TMAP|se20-10	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q8WWK9	-	NP_060674|NP_001273615|NP_001091995|NP_001273616	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603485	10010	23413	115328	116985	-	-	TANK	NCS1	I-TRAF|ITRAF|TRAF2	FLUP|FREQ	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P62166	A0A024R8B2	NP_001122298|NP_055101	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603486	10010	26058	115328	117520	-	-	TANK	GIGYF2	I-TRAF|ITRAF|TRAF2	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q6Y7W6	-	NP_001096617|NP_001096616|NP_056390|NP_001096618	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603487	10010	4291	115328	110437	-	-	TANK	MLF1	I-TRAF|ITRAF|TRAF2	-	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P58340	B2RD48|Q5HYH4|Q2TLE4	NP_001365774|NP_001356710|NP_001365776|NP_001365777|NP_001365781|NP_001356711|NP_071888|NP_001365780|NP_001365779|NP_001182362|NP_001182363|NP_001356712|NP_001182361|NP_001356714|NP_001123628|NP_001123629|NP_001365775|NP_001356713	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603488	10010	4771	115328	110844	-	-	TANK	NF2	I-TRAF|ITRAF|TRAF2	ACN|BANF|SCH	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P35240	A0A024R1J9|A0A024R1D9|A0A024R1J8|A0A024R1F6|A0A024R1I0	NP_000259|NP_861971|NP_861970|NP_861546|NP_861966|NP_861967|NP_057502|NP_861968|NP_861969	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603489	10010	11004	115328	116195	-	RP11-269F19.1	TANK	KIF2C	I-TRAF|ITRAF|TRAF2	CT139|KNSL6|MCAK	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q99661	B7Z6Q6|B7Z7M6	NP_001284586|NP_001284585|NP_001284584|NP_006836	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603490	10010	128239	115328	126102	-	-	TANK	IQGAP3	I-TRAF|ITRAF|TRAF2	-	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q86VI3	-	NP_839943	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603491	10010	26002	115328	117478	-	UNQ2493/PRO5780	TANK	MOXD1	I-TRAF|ITRAF|TRAF2	MOX|PRO5780|dJ248E1.1	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q6UVY6	-	NP_056344	-	-	-	-	-	-	Homo sapiens	Homo sapiens
